movie_name,review_anger,review_fear,review_sadness,review_joy,review_disgust,review_surprise,review_trust,review_anticipation,summary_anger,summary_fear,summary_sadness,summary_joy,summary_disgust,summary_surprise,summary_trust,summary_anticipation,combined_anger,combined_fear,combined_sadness,combined_joy,combined_disgust,combined_surprise,combined_trust,combined_anticipation
!women art revolution,3.0,2.0,8.0,8.0,0.0,9.0,2.0,11.0,3.0,2.0,8.0,8.0,0.0,9.0,2.0,11.0,3.0,2.0,8.0,8.0,0.0,9.0,2.0,11.0
#horror,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0
$pent,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
'r xmas,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
'tis autumn: the search for jackie paris,0.0,3.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,4.0
(500) days of summer,0.25,0.125,0.25,0.375,0.375,0.0,0.25,0.75,0.25,0.125,0.25,0.375,0.375,0.0,0.25,0.75,0.25,0.125,0.25,0.375,0.375,0.0,0.25,0.75
(t)error,0.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0,0.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0,0.0,2.0,2.0,4.0,1.0,4.0,5.0,3.0
(untitled),2.0,0.0,5.0,5.0,0.0,3.0,4.0,3.0,2.0,0.0,5.0,5.0,0.0,3.0,4.0,3.0,2.0,0.0,5.0,5.0,0.0,3.0,4.0,3.0
*corpus callosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
...and justice for all.,4.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,0.0,4.0,0.0
...and they lived happily ever after,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
...so goes the nation,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,000 times good night",5.0,13.0,7.0,5.0,3.0,4.0,6.0,7.0,5.0,13.0,7.0,5.0,3.0,4.0,6.0,7.0,5.0,13.0,7.0,5.0,3.0,4.0,6.0,7.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 cloverfield lane,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.4,0.8,0.4,0.4,1.2,0.8,0.0,0.4
10 items or less,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
10 things i hate about you,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.46153846153846156,0.3076923076923077,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693
10 years,1.0,0.0,1.0,6.0,1.0,3.0,13.0,6.0,1.0,0.0,1.0,6.0,1.0,3.0,13.0,6.0,1.0,0.0,1.0,6.0,1.0,3.0,13.0,6.0
"10,000 km",0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0
100 bloody acres,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0
100 streets,3.0,4.0,3.0,6.0,1.0,2.0,5.0,6.0,3.0,4.0,3.0,6.0,1.0,2.0,5.0,6.0,3.0,4.0,3.0,6.0,1.0,2.0,5.0,6.0
101 dalmatians,0.5,0.5,0.0,0.5,0.5,0.0,1.5,2.0,0.5,0.5,0.0,0.5,0.5,0.0,1.5,2.0,0.5,0.5,0.0,0.5,0.5,0.0,1.5,2.0
102 dalmatians,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
10th & wolf,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0
11 flowers,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0
11 minutes,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0
11/8/2016,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0
12 angry men,0.6,0.6,0.4,0.2,0.6,0.2,0.4,0.8,1.0,0.0,0.0,2.0,1.0,1.0,6.0,4.0,0.76,0.36,0.24,0.92,0.76,0.52,2.6400000000000006,2.08
12 hour shift,2.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,4.0
12 mighty orphans,2.0,4.0,4.0,11.0,2.0,2.0,15.0,6.0,2.0,4.0,4.0,11.0,2.0,2.0,15.0,6.0,2.0,4.0,4.0,11.0,2.0,2.0,15.0,6.0
12 o'clock boys,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0
12 rounds,5.0,6.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,6.0,4.0,2.0,3.0,4.0,4.0,2.0,5.0,6.0,4.0,2.0,3.0,4.0,4.0,2.0
12 strong,10.0,11.0,4.0,2.0,5.0,1.0,7.0,3.0,10.0,11.0,4.0,2.0,5.0,1.0,7.0,3.0,10.0,11.0,4.0,2.0,5.0,1.0,7.0,3.0
12 years a slave,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0
12/12/2012,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
127 hours,0.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0
13,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0
13 assassins,3.0,3.0,1.0,2.0,1.0,1.0,8.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,8.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,8.0,2.0
13 going on 30,0.4,0.6,0.6,0.6,0.6,0.2,0.6,0.8,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.24,0.76,0.76,1.1600000000000001,0.36,0.52,0.76,0.88
13 hours: the secret soldiers of benghazi,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0
13 minutes,7.0,10.0,4.0,2.0,4.0,4.0,4.0,5.0,7.0,10.0,4.0,2.0,4.0,4.0,4.0,5.0,7.0,10.0,4.0,2.0,4.0,4.0,4.0,5.0
13 sins,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0
13 tzameti,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0
13th,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,3.0,1.0,4.0,1.0
14 blades,5.0,9.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,9.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,9.0,5.0,2.0,2.0,1.0,3.0,3.0
1408,4.0,10.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,10.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,10.0,5.0,3.0,4.0,3.0,5.0,4.0
1492: conquest of paradise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15 minutes,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0
16 blocks,2.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0
17 again,2.0,2.0,1.0,7.0,1.0,2.0,7.0,7.0,2.0,2.0,1.0,7.0,1.0,2.0,7.0,7.0,2.0,2.0,1.0,7.0,1.0,2.0,7.0,7.0
17 girls,1.0,1.0,1.0,3.0,0.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,8.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,8.0,1.0
18½,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0
1900,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
191 6,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
1911,6.0,7.0,3.0,0.0,0.0,2.0,0.0,3.0,6.0,7.0,3.0,0.0,0.0,2.0,0.0,3.0,6.0,7.0,3.0,0.0,0.0,2.0,0.0,3.0
1917,6.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0
1941,4.0,3.0,0.0,3.0,1.0,1.0,6.0,4.0,4.0,3.0,0.0,3.0,1.0,1.0,6.0,4.0,4.0,3.0,0.0,3.0,1.0,1.0,6.0,4.0
1945,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0
1971,2.0,5.0,2.0,2.0,1.0,0.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,0.0,5.0,4.0,2.0,5.0,2.0,2.0,1.0,0.0,5.0,4.0
1982,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1984,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1985,1.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0
1br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1st night,5.0,3.0,3.0,4.0,0.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,0.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,0.0,3.0,5.0,2.0
"2 autumns, 3 winters",2.0,6.0,7.0,7.0,2.0,5.0,4.0,7.0,2.0,6.0,7.0,7.0,2.0,5.0,4.0,7.0,2.0,6.0,7.0,7.0,2.0,5.0,4.0,7.0
2 days in new york,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0
2 days in paris,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0
2 fast 2 furious,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0
2 guns,2.0,3.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,4.0,2.0
2 jacks,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0
2 or 3 things i know about him,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0
20 centimeters,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
20 days in mariupol,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0
20 feet from stardom,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0
"20,000 days on earth",0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
200 cigarettes,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0
2001: a space odyssey,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,0.39999999999999997,0.8,0.39999999999999997,1.0,0.19999999999999998,0.6,0.0,3.6
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0
2016: obama's america,6.0,11.0,3.0,10.0,2.0,3.0,11.0,10.0,6.0,11.0,3.0,10.0,2.0,3.0,11.0,10.0,6.0,11.0,3.0,10.0,2.0,3.0,11.0,10.0
2046,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0
2067,2.0,7.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,7.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,7.0,3.0,3.0,0.0,2.0,3.0,2.0
20th century women,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,3.0,5.0,0.4,1.2000000000000002,1.1,1.2000000000000002,0.4,0.0,1.2000000000000002,2.0
21,5.0,4.0,1.0,3.0,1.0,1.0,9.0,4.0,5.0,4.0,1.0,3.0,1.0,1.0,9.0,4.0,5.0,4.0,1.0,3.0,1.0,1.0,9.0,4.0
21 and over,0.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0
21 grams,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
21 jump street,5.0,9.0,3.0,1.0,1.0,2.0,6.0,4.0,5.0,9.0,3.0,1.0,1.0,2.0,6.0,4.0,5.0,9.0,3.0,1.0,1.0,2.0,6.0,4.0
21 years: richard linklater,1.0,1.0,3.0,8.0,1.0,4.0,8.0,5.0,1.0,1.0,3.0,8.0,1.0,4.0,8.0,5.0,1.0,1.0,3.0,8.0,1.0,4.0,8.0,5.0
211,1.0,2.0,1.0,2.0,0.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,5.0
22 jump street,0.0,2.0,2.0,4.0,0.0,1.0,7.0,5.0,0.0,2.0,2.0,4.0,0.0,1.0,7.0,5.0,0.0,2.0,2.0,4.0,0.0,1.0,7.0,5.0
22-jul,4.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0
23 blast,0.0,0.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,4.0,3.0
24 city,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
24 days,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0
24 exposures,5.0,6.0,7.0,2.0,3.0,2.0,3.0,3.0,5.0,6.0,7.0,2.0,3.0,2.0,3.0,3.0,5.0,6.0,7.0,2.0,3.0,2.0,3.0,3.0
24 hour party people,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
24 hours on craigslist,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
25th hour,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
28 days,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0
28 days later,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28 days later...,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0
28 hotel rooms,2.0,3.0,1.0,8.0,1.0,3.0,9.0,5.0,2.0,3.0,1.0,8.0,1.0,3.0,9.0,5.0,2.0,3.0,1.0,8.0,1.0,3.0,9.0,5.0
28 weeks later,3.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0
2nd chance,4.0,7.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,5.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,5.0,1.0,1.0,2.0,2.0,3.0
3,1.0,0.0,1.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,1.0
"3 1/2 minutes, 10 bullets",1.0,0.0,3.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,5.0,1.0,0.0,3.0
3 backyards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 days to kill,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
3 faces,1.0,3.0,3.0,4.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0,4.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0,4.0,0.0,2.0,1.0,5.0
3 generations,1.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,5.0
3 hearts,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0
3 men and a baby,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3 men and a little lady,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3 ninjas,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
3 ninjas: high noon at mega mountain,3.0,3.0,1.0,3.0,3.0,2.0,2.0,6.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,6.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,6.0
3 strikes,4.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0
"3, 2, 1... frankie go boom",0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0
3-iron,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0
30 beats,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30 days of night,4.0,7.0,3.0,0.0,4.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,4.0,1.0,1.0,3.0,4.0,7.0,3.0,0.0,4.0,1.0,1.0,3.0
30 minutes or less,5.0,7.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,7.0,4.0,2.0,2.0,1.0,4.0,4.0,5.0,7.0,4.0,2.0,2.0,1.0,4.0,4.0
300,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0
3000 miles to graceland,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
300: rise of an empire,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
31,6.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0
33 postcards,0.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0
35 shots of rum,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0
360,1.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,3.0
365 days,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
39 pounds of love,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
4 days in france,1.0,1.0,1.0,2.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,2.0
