movie_name,n_total,n_pos,n_neu,n_neg,pos_rate,avg_rating
casualties of war,1,0,0,0,0.0,0.5
cat ballou,1,0,0,0,0.0,0.5
cat on a hot tin roof,1,0,0,0,0.0,0.5
cat people,2,0,0,0,0.0,0.5
cat run,1,0,0,0,0.0,0.5
catch a fire,1,0,0,0,0.0,0.5
catch and release,1,0,0,0,0.0,0.5
catch me daddy,1,0,0,0,0.0,0.5
catch me if you can,2,2,0,0,1.0,0.85
catch the fair one,1,0,0,0,0.0,0.5
catch22,1,0,0,0,0.0,0.5
caterina va in città,1,0,0,0,0.0,0.5
caterpillar,1,0,0,0,0.0,0.5
catfish in black bean sauce,1,0,0,0,0.0,0.5
cats,5,0,0,4,0.0,0.175
cats  dogs,1,0,0,0,0.0,0.5
cats  dogs the revenge of kitty galore,1,0,0,0,0.0,0.5
cats dont dance,1,0,0,0,0.0,0.5
caucus,1,0,0,0,0.0,0.5
caught in the web,1,0,0,0,0.0,0.5
causeway,1,0,0,0,0.0,0.5
caveat,1,0,0,0,0.0,0.5
caveman,1,0,0,0,0.0,0.5
cavite,1,0,0,0,0.0,0.5
cb4,1,0,0,0,0.0,0.5
cbgb,1,0,0,0,0.0,0.5
cecil b demented,1,0,0,0,0.0,0.5
cedar rapids,1,0,0,0,0.0,0.5
celebration,1,0,0,0,0.0,0.5
celebrity,1,0,0,0,0.0,0.5
celeste and jesse forever,1,0,0,0,0.0,0.5
cell,1,0,0,0,0.0,0.5
cellular,1,0,0,0,0.0,0.5
celsius 4111 the temperature at which the brain begins to die,1,0,0,0,0.0,0.5
celtic pride,1,0,0,0,0.0,0.5
cemetery of splendor,1,0,0,0,0.0,0.5
censor,1,0,0,0,0.0,0.5
censored voices,1,0,0,0,0.0,0.5
center stage,1,0,0,0,0.0,0.5
centigrade,1,0,0,0,0.0,0.5
central intelligence,1,0,0,0,0.0,0.5
central station,1,1,0,0,1.0,0.9
centurion,1,0,0,0,0.0,0.5
ceremony,1,0,0,0,0.0,0.5
certain women,1,0,0,0,0.0,0.5
certifiably jonathan,1,0,0,0,0.0,0.5
certified copy,1,0,0,0,0.0,0.5
cesar chavez,1,0,0,0,0.0,0.5
cha cha real smooth,3,3,0,0,1.0,0.9
chain,1,0,0,0,0.0,0.5
chain camera,1,0,0,0,0.0,0.5
chain reaction,1,0,0,0,0.0,0.5
chained for life,1,0,0,0,0.0,0.5
chalk,1,0,0,0,0.0,0.5
champions,1,0,0,0,0.0,0.5
chances are,1,0,0,0,0.0,0.5
chander pahar mountains of the moon,1,0,0,0,0.0,0.5
chandni chowk to china,1,0,0,0,0.0,0.5
change of plans le code a changé,1,0,0,0,0.0,0.5
changeling,1,0,0,0,0.0,0.5
changing times,1,0,0,0,0.0,0.5
chaos,1,0,0,0,0.0,0.5
chaos theory,1,0,0,0,0.0,0.5
chaos walking,1,0,0,0,0.0,0.5
chaplin,1,0,0,0,0.0,0.5
chappaquiddick,1,0,0,0,0.0,0.5
chappie,1,0,0,0,0.0,0.5
charade,1,1,0,0,1.0,0.8
charlatan,1,0,0,0,0.0,0.5
charli xcx alone together,1,0,0,0,0.0,0.5
charlie and the chocolate factory,1,0,1,0,0.0,0.6
charlie bartlett,1,0,0,0,0.0,0.5
charlie says,1,0,0,0,0.0,0.5
charlie the life and art of charles chaplin,1,0,0,0,0.0,0.5
charlie victor romeo,1,0,0,0,0.0,0.5
charlie wilsons war,1,0,0,0,0.0,0.5
charlies angels,2,0,0,0,0.0,0.5
charlies angels full throttle,1,0,0,0,0.0,0.5
charlies country,1,0,0,0,0.0,0.5
charlotte,1,0,0,0,0.0,0.5
charlotte gray,1,0,0,0,0.0,0.5
charlotte sometimes,1,0,0,0,0.0,0.5
charlottes web,1,0,0,0,0.0,0.5
chasers,1,0,0,0,0.0,0.5
chasing amy,1,0,0,0,0.0,0.5
chasing ice,1,0,0,0,0.0,0.5
chasing liberty,1,0,0,0,0.0,0.5
chasing madoff,1,0,0,0,0.0,0.5
chasing mavericks,1,0,0,0,0.0,0.5
chasing papi,1,0,0,0,0.0,0.5
chasing trane the john coltrane documentary,1,0,0,0,0.0,0.5
chavela,1,0,0,0,0.0,0.5
cheap thrills,1,0,0,0,0.0,0.5
cheaper by the dozen,2,0,0,0,0.0,0.5
cheaper by the dozen 2,1,0,0,0,0.0,0.5
cheatin,1,0,0,0,0.0,0.5
cheech and chongs next movie,1,0,0,0,0.0,0.5
cheerful weather for the wedding,1,0,0,0,0.0,0.5
chef,1,0,0,0,0.0,0.5
chef flynn,1,0,0,0,0.0,0.5
chelsea on the rocks,1,0,0,0,0.0,0.5
chemical hearts,1,0,0,0,0.0,0.5
cherish,1,0,0,0,0.0,0.5
chernobyl diaries,1,0,0,0,0.0,0.5
cherry,1,0,0,1,0.0,0.2
cherry blossoms,1,0,0,0,0.0,0.5
chevalier,2,0,0,0,0.0,0.5
chicago,1,1,0,0,1.0,1.0
chicago 10,1,0,0,0,0.0,0.5
chicken little,1,0,0,1,0.0,0.2
chicken run,1,0,0,0,0.0,0.5
chicken with plums,1,0,0,0,0.0,0.5
chico  rita,1,0,0,0,0.0,0.5
child 44,1,0,0,0,0.0,0.5
child of god,1,0,0,0,0.0,0.5
children of a lesser god,1,0,0,0,0.0,0.5
children of heaven,1,0,0,0,0.0,0.5
children of invention,1,0,0,0,0.0,0.5
children of love,1,0,0,0,0.0,0.5
children of men,2,2,0,0,1.0,0.95
children of paradise,1,0,0,0,0.0,0.5
children of the corn,1,0,0,0,0.0,0.5
children of the revolution,1,0,0,0,0.0,0.5
children of the sea,1,0,0,0,0.0,0.5
children underground,1,0,0,0,0.0,0.5
childs play,1,0,0,0,0.0,0.5
childs play 2,1,0,0,0,0.0,0.5
childs play 3,1,0,0,0,0.0,0.5
childs pose,1,0,0,0,0.0,0.5
chill factor,1,0,0,0,0.0,0.5
chimpanzee,1,0,0,0,0.0,0.5
china blue,1,0,0,0,0.0,0.5
china the panda adventure,1,0,0,0,0.0,0.5
chinatown,1,1,0,0,1.0,0.9
chinese puzzle,1,0,0,0,0.0,0.5
chip n dale rescue rangers,1,0,0,0,0.0,0.5
chip ân dale rescue rangers,3,2,1,0,0.6666666666666666,0.7333333333333333
chips,1,0,0,0,0.0,0.5
chiraq,1,0,0,0,0.0,0.5
chisholm 72 unbought  unbossed,1,0,0,0,0.0,0.5
chloe,1,0,0,0,0.0,0.5
chlorine,1,0,0,0,0.0,0.5
chocolat,2,0,0,0,0.0,0.5
choke,1,0,0,0,0.0,0.5
choose or die,1,0,0,1,0.0,0.3
chop shop,1,0,0,0,0.0,0.5
chop suey,1,0,0,0,0.0,0.5
chopper,1,0,0,0,0.0,0.5
chris  don a love story,1,0,0,0,0.0,0.5
christine,2,0,0,0,0.0,0.5
christmas bloody christmas,1,0,0,0,0.0,0.5
christmas in connecticut,1,0,0,0,0.0,0.5
christmas in the clouds,1,0,0,0,0.0,0.5
christmas with the kranks,1,0,0,0,0.0,0.5
christopher robin,1,0,1,0,0.0,0.7
chronic,1,0,0,0,0.0,0.5
chronicle,1,0,0,0,0.0,0.5
chuck,1,0,0,0,0.0,0.5
chuck  buck,1,0,0,0,0.0,0.5
chuen jik sat sau,1,0,0,0,0.0,0.5
chungking express,6,4,1,0,0.6666666666666666,0.8400000000000001
chunhyangdyun,1,0,0,0,0.0,0.5
churchill,1,0,0,0,0.0,0.5
chutney popcorn,1,0,0,0,0.0,0.5
chéri,1,0,0,0,0.0,0.5
cielo,1,0,0,0,0.0,0.5
cinderella,4,0,0,3,0.0,0.13333333333333333
cinderella man,1,0,0,0,0.0,0.5
cinema sabaya,1,0,0,0,0.0,0.5
cinemania,1,0,0,0,0.0,0.5
cinévardaphoto,1,0,0,0,0.0,0.5
circo,1,0,0,0,0.0,0.5
circuit,1,0,0,0,0.0,0.5
circus of books,1,0,0,0,0.0,0.5
cirkus columbia,1,0,0,0,0.0,0.5
cirque du soleil journey of man,1,0,0,0,0.0,0.5
cirque du soleil worlds away,1,0,0,0,0.0,0.5
citadel,1,0,0,0,0.0,0.5
citizen ashe,1,0,0,0,0.0,0.5
citizen gangster,1,0,0,0,0.0,0.5
citizen jane battle for the city,1,0,0,0,0.0,0.5
citizen k,1,0,0,0,0.0,0.5
citizen kane,4,3,0,1,0.75,0.75
citizen ruth,1,0,0,0,0.0,0.5
citizen toxie the toxic avenger iv,1,0,0,0,0.0,0.5
citizens band,1,0,0,0,0.0,0.5
city by the sea,1,0,0,0,0.0,0.5
city hall,2,0,0,0,0.0,0.5
city heat,1,0,0,0,0.0,0.5
city island,1,0,0,0,0.0,0.5
city of angels,1,0,0,0,0.0,0.5
city of ember,1,0,0,0,0.0,0.5
city of ghosts,1,0,0,0,0.0,0.5
city of god,1,0,0,0,0.0,0.5
city of gold,1,0,0,0,0.0,0.5
city of lies,1,0,0,0,0.0,0.5
city of men,1,0,0,0,0.0,0.5
city of tiny lights,1,0,0,0,0.0,0.5
city slickers ii the legend of curlys gold,1,0,0,0,0.0,0.5
city with no mercy,1,0,0,0,0.0,0.5
civic duty,1,0,0,0,0.0,0.5
civil brand,1,0,0,0,0.0,0.5
cj7,1,0,0,0,0.0,0.5
claire dolan,1,0,0,0,0.0,0.5
claire in motion,1,0,0,0,0.0,0.5
claires camera,1,0,0,0,0.0,0.5
clandestine childhood,1,0,0,0,0.0,0.5
claras heart,1,0,0,0,0.0,0.5
clash,1,0,0,0,0.0,0.5
clash of the titans,2,0,0,0,0.0,0.5
class,1,0,0,0,0.0,0.5
class action,1,0,0,0,0.0,0.5
class action park,1,0,0,0,0.0,0.5
class of 1984,1,0,0,0,0.0,0.5
class of 1999,1,0,0,0,0.0,0.5
clay pigeons,1,0,0,0,0.0,0.5
clean,1,0,0,0,0.0,0.5
clear and present danger,1,0,0,0,0.0,0.5
clemency,1,0,0,0,0.0,0.5
clementine,1,0,0,0,0.0,0.5
cleopatra,1,0,0,0,0.0,0.5
cleopatra jones,1,0,0,0,0.0,0.5
clerks,1,0,0,0,0.0,0.5
clerks ii,1,0,0,0,0.0,0.5
clerks iii,1,0,0,0,0.0,0.5
click,1,0,0,0,0.0,0.5
client 9 the rise and fall of eliot spitzer,1,0,0,0,0.0,0.5
cliff walkers,1,0,0,0,0.0,0.5
cliffhanger,1,0,0,0,0.0,0.5
cliffords really big movie,1,0,0,0,0.0,0.5
climates,1,0,0,0,0.0,0.5
climax,4,3,1,0,0.75,0.9
cloak  dagger,1,0,0,0,0.0,0.5
clockers,1,0,0,0,0.0,0.5
clockstoppers,1,0,0,0,0.0,0.5
clockwatchers,1,0,0,0,0.0,0.5
close,4,4,0,0,1.0,0.9
close encounters of the third kind,1,0,0,0,0.0,0.5
close to home,1,0,0,0,0.0,0.5
close your eyes,1,0,0,0,0.0,0.5
closed circuit,1,0,0,0,0.0,0.5
closed curtain,1,0,0,0,0.0,0.5
closer,3,2,1,0,0.6666666666666666,0.7666666666666667
closer to god,1,0,0,0,0.0,0.5
closet monster,1,0,0,0,0.0,0.5
closeup,1,0,0,0,0.0,0.5
clouds,1,0,0,0,0.0,0.5
clouds of sils maria,1,0,0,0,0.0,0.5
cloudy with a chance of meatballs,1,1,0,0,1.0,0.8
cloverfield,1,0,0,0,0.0,0.5
club dread,1,0,0,0,0.0,0.5
club paradise,1,0,0,0,0.0,0.5
clue,5,4,0,0,0.8,0.9
clueless,5,5,0,0,1.0,0.9400000000000001
clão from 5 to  6,1,1,0,0,1.0,0.8
cléo from 5 to 7,1,0,0,0,0.0,0.5
coach carter,1,0,0,0,0.0,0.5
cobb,1,0,0,0,0.0,0.5
cobra,1,0,0,0,0.0,0.5
cocaine bear,11,3,5,0,0.2727272727272727,0.7625
cocaine cowboys,1,0,0,0,0.0,0.5
cockneys vs zombies,1,0,0,0,0.0,0.5
cocktail,1,0,0,0,0.0,0.5
coco,2,2,0,0,1.0,0.8
coco before chanel,1,0,0,0,0.0,0.5
coco chanel  igor stravinsky,1,0,0,0,0.0,0.5
cocoon,1,0,0,0,0.0,0.5
cocoon the return,1,0,0,0,0.0,0.5
cocote,1,0,0,0,0.0,0.5
coda,8,3,4,0,0.375,0.7428571428571429
code black,1,0,0,0,0.0,0.5
code name the cleaner,1,0,0,0,0.0,0.5
code unknown incomplete tales of several journeys,1,0,0,0,0.0,0.5
coded bias,1,0,0,0,0.0,0.5
coffee  kareem,1,0,0,0,0.0,0.5
coffee date,1,0,0,0,0.0,0.5
coffy,1,0,0,0,0.0,0.5
cog,1,0,0,0,0.0,0.5
coherence,2,2,0,0,1.0,0.8
cold blood,1,0,0,0,0.0,0.5
cold case hammarskjöld,1,0,0,0,0.0,0.5
cold creek manor,1,0,0,0,0.0,0.5
cold in july,1,0,0,0,0.0,0.5
cold pursuit,1,0,0,0,0.0,0.5
cold souls,1,0,0,0,0.0,0.5
cold turkey,1,0,0,0,0.0,0.5
cold war,1,0,0,0,0.0,0.5
cold weather,1,0,0,0,0.0,0.5
coldwater,1,0,0,0,0.0,0.5
colette,1,0,0,0,0.0,0.5
collaborator,1,0,0,0,0.0,0.5
collateral,2,1,0,0,0.5,0.9
collateral beauty,1,0,0,0,0.0,0.5
collateral damage,1,0,0,0,0.0,0.5
collateral damages,1,0,0,0,0.0,0.5
collective,1,0,0,0,0.0,0.5
college road trip,1,0,0,0,0.0,0.5
colliding dreams,1,0,0,0,0.0,0.5
color me kubrick,1,0,0,0,0.0,0.5
color out of space,1,0,0,0,0.0,0.5
colossal,1,0,0,0,0.0,0.5
columbus,2,2,0,0,1.0,0.95
coma,1,0,0,0,0.0,0.5
combat obscura,1,0,0,0,0.0,0.5
come and find me,1,0,0,0,0.0,0.5
come and see,2,2,0,0,1.0,1.0
come as you are,1,0,0,0,0.0,0.5
come away,1,0,0,0,0.0,0.5
come early morning,1,0,0,0,0.0,0.5
come from away,1,0,0,0,0.0,0.5
come out and play,1,0,0,0,0.0,0.5
come play,1,0,0,0,0.0,0.5
come sunday,1,0,0,0,0.0,0.5
come to daddy,1,0,0,0,0.0,0.5
come true,1,0,0,0,0.0,0.5
come undone,1,0,0,0,0.0,0.5
come what may,1,0,0,0,0.0,0.5
comedy of power,1,0,0,0,0.0,0.5
comet,1,0,0,0,0.0,0.5
comiccon episode iv a fans hope,1,0,0,0,0.0,0.5
coming home,2,0,0,0,0.0,0.5
coming home again,1,0,0,0,0.0,0.5
coming through the rye,1,0,0,0,0.0,0.5
coming to america,1,0,0,0,0.0,0.5
commando,1,0,0,0,0.0,0.5
committed,1,0,0,0,0.0,0.5
commune,1,0,0,0,0.0,0.5
company man,1,0,0,0,0.0,0.5
compartment no 6,1,0,0,0,0.0,0.5
complete unknown,1,0,0,0,0.0,0.5
compliance,1,0,0,0,0.0,0.5
computer chess,1,0,0,0,0.0,0.5
conan obrien cant stop,1,0,0,0,0.0,0.5
conan the barbarian,2,0,0,0,0.0,0.5
conan the destroyer,1,0,0,0,0.0,0.5
concert for george,1,0,0,0,0.0,0.5
concrete cowboy,1,0,0,0,0.0,0.5
concussion,2,0,0,0,0.0,0.5
condo painting,1,0,0,0,0.0,0.5
condorman,1,0,0,0,0.0,0.5
coneheads,1,0,0,0,0.0,0.5
confess fletch,1,0,0,0,0.0,0.5
confessions of a burning man,1,0,0,0,0.0,0.5
confessions of a dangerous mind,1,0,0,0,0.0,0.5
confessions of a shopaholic,1,0,0,0,0.0,0.5
confessions of a teenage drama queen,1,0,0,0,0.0,0.5
confetti,1,0,0,0,0.0,0.5
confusion of genders,1,0,0,0,0.0,0.5
congo,1,0,0,0,0.0,0.5
connected an autoblogography about love death  technology,1,0,0,0,0.0,0.5
connie and carla,1,0,0,0,0.0,0.5
consecration,1,0,0,0,0.0,0.5
consenting adults,1,0,0,0,0.0,0.5
conspiracy of silence,1,0,0,0,0.0,0.5
conspiracy theory,1,0,0,0,0.0,0.5
constantine,1,0,0,0,0.0,0.5
constellation,1,0,0,0,0.0,0.5
consuming spirits,1,0,0,0,0.0,0.5
contact,1,0,0,0,0.0,0.5
contagion,1,0,0,0,0.0,0.5
contemporary color,1,0,0,0,0.0,0.5
continental divide,1,0,0,0,0.0,0.5
contraband,1,0,0,0,0.0,0.5
contracted phase ii,1,0,0,0,0.0,0.5
control,2,0,0,0,0.0,0.5
control room,1,0,0,0,0.0,0.5
conversations with god,1,0,0,0,0.0,0.5
conversations with other women,1,0,0,0,0.0,0.5
conviction,1,0,0,0,0.0,0.5
convoy,1,0,0,0,0.0,0.5
cook county,1,0,0,0,0.0,0.5
cookies fortune,1,0,0,0,0.0,0.5
cool and crazy,1,0,0,0,0.0,0.5
cool as ice,1,0,0,0,0.0,0.5
cool hand luke,1,0,0,0,0.0,0.5
cool runnings,1,0,0,0,0.0,0.5
cool world,1,0,0,0,0.0,0.5
cooley high,1,0,0,0,0.0,0.5
cop car,1,0,0,0,0.0,0.5
cop land,1,0,0,0,0.0,0.5
cop out,1,0,0,0,0.0,0.5
copperhead,1,0,0,0,0.0,0.5
copshop,1,0,0,0,0.0,0.5
copying beethoven,1,0,0,0,0.0,0.5
coraline,3,3,0,0,1.0,0.9
coriolanus,1,0,0,0,0.0,0.5
corky romano,1,0,0,0,0.0,0.5
corpse bride,2,1,1,0,0.5,0.8
corpus callosum,1,0,0,0,0.0,0.5
corsage,1,0,0,0,0.0,0.5
corvette summer,1,0,0,0,0.0,0.5
cosmopolis,1,0,0,0,0.0,0.5
costa brava lebanon,1,0,0,0,0.0,0.5
così ridevano,1,0,0,0,0.0,0.5
cote dazur,1,0,0,0,0.0,0.5
cotton mary,1,0,0,0,0.0,0.5
countdown,1,0,0,0,0.0,0.5
countdown to zero,1,0,0,0,0.0,0.5
counting,1,0,0,0,0.0,0.5
country strong,1,0,0,0,0.0,0.5
coup 53,1,0,0,0,0.0,0.5
couples retreat,1,0,0,0,0.0,0.5
courageous,1,0,0,0,0.0,0.5
court,1,0,0,0,0.0,0.5
cousin jules,1,0,0,0,0.0,0.5
cow,1,0,0,0,0.0,0.5
cowboy bebop,1,0,0,0,0.0,0.5
cowboy bebop the movie knockin on heavens door,1,0,0,0,0.0,0.5
cowboys,1,0,0,0,0.0,0.5
cowboys  aliens,1,0,0,0,0.0,0.5
cowboys  angels,1,0,0,0,0.0,0.5
coyote ugly,1,0,0,0,0.0,0.5
cq,1,0,0,0,0.0,0.5
cracks,1,0,0,0,0.0,0.5
cradle 2 the grave,1,0,0,0,0.0,0.5
cradle will rock,1,0,0,0,0.0,0.5
crank,1,0,0,0,0.0,0.5
crash,2,2,0,0,1.0,0.9
crawl,1,0,0,0,0.0,0.5
crazy eyes,1,0,0,0,0.0,0.5
crazy heart,1,0,0,0,0.0,0.5
crazy horse,1,0,0,0,0.0,0.5
crazy in alabama,1,0,0,0,0.0,0.5
crazy love,1,0,0,0,0.0,0.5
crazy not insane,1,0,0,0,0.0,0.5
crazy on the outside,1,0,0,0,0.0,0.5
crazy rich asians,1,1,0,0,1.0,0.9
crazy stupid love,4,2,1,0,0.5,0.7666666666666667
crazy wisdom the life  times of chogyam trungpa rinpoche,1,0,0,0,0.0,0.5
creation stories,1,0,0,0,0.0,0.5
creative control,1,0,0,0,0.0,0.5
creature,1,0,0,0,0.0,0.5
creature from the black lagoon,1,0,0,0,0.0,0.5
creed,3,3,0,0,1.0,0.9
creed ii,1,0,0,0,0.0,0.5
creed iii,1,1,0,0,1.0,0.8
creem americas only rock n roll magazine,1,0,0,0,0.0,0.5
creep,1,1,0,0,1.0,0.9
creep 2,1,0,1,0,0.0,0.6
creepshow,1,0,0,0,0.0,0.5
creepshow 2,1,0,0,0,0.0,0.5
crime  punishment,1,0,0,0,0.0,0.5
crime after crime,1,0,0,0,0.0,0.5
crime and punishment in suburbia,1,0,0,0,0.0,0.5
crimes of passion,1,0,0,0,0.0,0.5
crimes of the future,2,1,1,0,0.5,0.65
crimes of the heart,1,0,0,0,0.0,0.5
criminal,2,0,0,0,0.0,0.5
criminal activities,1,0,0,0,0.0,0.5
crimson peak,1,0,0,0,0.0,0.5
crimson tide,1,0,0,0,0.0,0.5
crip camp a disability revolution,1,0,0,0,0.0,0.5
crisis,1,0,0,0,0.0,0.5
critters,1,0,0,0,0.0,0.5
critters 2,1,0,0,0,0.0,0.5
crock of gold a few rounds with shane macgowan,1,0,0,0,0.0,0.5
crocodile dundee,1,0,0,0,0.0,0.5
crocodile dundee ii,1,0,0,0,0.0,0.5
cronos,1,0,0,0,0.0,0.5
crooked arrows,1,0,0,0,0.0,0.5
crooklyn,1,0,0,0,0.0,0.5
crop circles quest for truth,1,0,0,0,0.0,0.5
cropsey,1,0,0,0,0.0,0.5
cross of iron,1,0,0,0,0.0,0.5
crosscurrent,1,0,0,0,0.0,0.5
crossing the bridge the sound of istanbul,1,0,0,0,0.0,0.5
crossing the line,1,0,0,0,0.0,0.5
crossroads,1,0,0,0,0.0,0.5
croupier,1,0,0,0,0.0,0.5
crown vic,1,0,0,0,0.0,0.5
crude,1,0,0,0,0.0,0.5
cruel intentions,1,0,1,0,0.0,0.6
cruella,4,1,2,0,0.25,0.7333333333333333
cruising,1,0,0,0,0.0,0.5
crumb,1,0,0,0,0.0,0.5
crush,4,4,0,0,1.0,0.9
cry freedom,1,0,0,0,0.0,0.5
cry macho,1,0,0,0,0.0,0.5
cry the beloved country,1,0,0,0,0.0,0.5
cry_wolf,1,0,0,0,0.0,0.5
crybaby,1,1,0,0,1.0,0.8
cryptozoo,1,0,0,0,0.0,0.5
crystal fairy  the magical cactus,1,0,0,0,0.0,0.5
csa the confederate states of america,1,0,0,0,0.0,0.5
csnydéjà vu,1,0,0,0,0.0,0.5
cuba,1,0,0,0,0.0,0.5
cuba feliz,1,0,0,0,0.0,0.5
cuba island of music,1,0,0,0,0.0,0.5
cuban fury,1,0,0,0,0.0,0.5
cuban rafters,1,0,0,0,0.0,0.5
cujo,1,0,0,0,0.0,0.5
cunningham,1,0,0,0,0.0,0.5
cupcakes,1,0,0,0,0.0,0.5
cure,1,0,0,0,0.0,0.5
curious george,1,0,0,0,0.0,0.5
curse of the golden flower,1,0,0,0,0.0,0.5
curse of the pink panther,1,0,0,0,0.0,0.5
cursed,1,0,0,0,0.0,0.5
custody,1,0,0,0,0.0,0.5
cut bank,1,0,0,0,0.0,0.5
cut sleeve boys,1,0,0,0,0.0,0.5
cut throat city,1,0,0,0,0.0,0.5
cutie and the boxer,1,0,0,0,0.0,0.5
cuties,1,0,0,1,0.0,0.1
cutters way,1,0,0,0,0.0,0.5
cutthroat island,1,0,0,0,0.0,0.5
cyberworld,1,0,0,0,0.0,0.5
cyborg,1,0,0,0,0.0,0.5
cyrano,1,0,0,0,0.0,0.5
cyrano de bergerac,1,0,0,0,0.0,0.5
cyrano my love,1,0,0,0,0.0,0.5
czech dream,1,0,0,0,0.0,0.5
câmon câmon,4,4,0,0,1.0,0.9
cézanne et moi,1,0,0,0,0.0,0.5
da 5 bloods,1,0,0,0,0.0,0.5
da sweet blood of jesus,1,0,0,0,0.0,0.5
dad,1,0,0,0,0.0,0.5
daddy day camp,1,0,0,0,0.0,0.5
daddy day care,1,0,0,0,0.0,0.5
daddy longlegs,1,0,0,0,0.0,0.5
daddys home,1,0,0,0,0.0,0.5
daddys little girls,1,0,0,0,0.0,0.5
dads army,1,0,0,0,0.0,0.5
dahmer,1,0,0,0,0.0,0.5
dahmer â monster the jeffrey dahmer story,2,0,2,0,0.0,0.6
dai si gin,1,0,0,0,0.0,0.5
daisy miller,1,0,0,0,0.0,0.5
dallas 362,1,0,0,0,0.0,0.5
daltry calhoun,1,0,0,0,0.0,0.5
dalíland,1,0,0,0,0.0,0.5
damascus cover,1,0,0,0,0.0,0.5
damien omen ii,1,0,0,0,0.0,0.5
damsel,1,0,0,0,0.0,0.5
damsels in distress,1,0,0,0,0.0,0.5
dan in real life,1,0,0,0,0.0,0.5
dance flick,1,0,0,0,0.0,0.5
dances with wolves,1,0,0,0,0.0,0.5
dancing at the blue iguana,1,0,0,0,0.0,0.5
dancing in jaffa,1,0,0,0,0.0,0.5
dandelion,1,0,0,0,0.0,0.5
dangerous liaisons,2,0,0,0,0.0,0.5
dangerous lies,1,0,0,0,0.0,0.5
dangerous minds,1,0,0,0,0.0,0.5
danny collins,1,0,0,0,0.0,0.5
danny deckchair,1,0,0,0,0.0,0.5
danny says,1,0,0,0,0.0,0.5
dantes peak,1,0,0,0,0.0,0.5
dare,1,0,0,0,0.0,0.5
darfur now,1,0,0,0,0.0,0.5
dark blue world,1,0,0,0,0.0,0.5
dark city,1,0,0,0,0.0,0.5
dark crimes,1,0,0,0,0.0,0.5
dark days,1,0,0,0,0.0,0.5
dark glasses,1,0,0,0,0.0,0.5
dark horse,1,0,0,0,0.0,0.5
dark house,1,0,0,0,0.0,0.5
dark matter,1,0,0,0,0.0,0.5
dark money,1,0,0,0,0.0,0.5
dark passage,1,0,0,0,0.0,0.5
dark phoenix,1,0,0,0,0.0,0.5
dark places,1,0,0,0,0.0,0.5
dark river,1,0,0,0,0.0,0.5
dark shadows,1,0,0,0,0.0,0.5
dark skies,1,0,0,0,0.0,0.5
dark star,1,0,0,0,0.0,0.5
dark streets,1,0,0,0,0.0,0.5
dark was the night,1,0,0,0,0.0,0.5
dark water,1,0,0,0,0.0,0.5
dark waters,1,0,0,0,0.0,0.5
darkest hour,1,0,0,0,0.0,0.5
darkness falls,1,0,0,0,0.0,0.5
darling companion,1,0,0,0,0.0,0.5
darshan the embrace,1,0,0,0,0.0,0.5
darwins nightmare,1,0,0,0,0.0,0.5
das boot,1,0,0,0,0.0,0.5
das wilde leben,1,0,0,0,0.0,0.5
dashcam,1,0,0,0,0.0,0.5
date and switch,1,0,0,0,0.0,0.5
date movie,1,0,0,0,0.0,0.5
date night,1,0,0,0,0.0,0.5
daughter from danang,1,0,0,0,0.0,0.5
daughters of darkness,1,0,0,0,0.0,0.5
daughters of the dust,1,0,0,0,0.0,0.5
dave,1,0,0,0,0.0,0.5
dave chappelles block party,1,0,0,0,0.0,0.5
david brent life on the road,1,0,0,0,0.0,0.5
david byrnes american utopia,1,0,0,0,0.0,0.5
david copperfield,1,0,0,0,0.0,0.5
david crosby remember my name,1,0,0,0,0.0,0.5
david lynch the art life,1,0,0,0,0.0,0.5
dawn of the dead,2,0,0,0,0.0,0.5
dawn of the planet of the apes,1,0,0,0,0.0,0.5
dawn patrol,1,0,0,0,0.0,0.5
dawson city frozen time,1,0,0,0,0.0,0.5
day of the dead,1,0,0,0,0.0,0.5
day shift,1,0,0,0,0.0,0.5
day watch,1,0,0,0,0.0,0.5
daybreakers,1,0,0,0,0.0,0.5
daydream nation,1,0,0,0,0.0,0.5
daylight,2,0,0,0,0.0,0.5
days,1,0,0,0,0.0,0.5
days of glory,1,0,0,0,0.0,0.5
days of grace,1,0,0,0,0.0,0.5
days of heaven,1,0,0,0,0.0,0.5
days of the bagnold summer,1,0,0,0,0.0,0.5
days of wine and roses,1,0,0,0,0.0,0.5
dayveon,1,0,0,0,0.0,0.5
dazed and confused,2,2,0,0,1.0,0.9
de palma,1,0,0,0,0.0,0.5
dead  breakfast,1,0,0,0,0.0,0.5
dead  buried,1,0,0,0,0.0,0.5
dead again,1,0,0,0,0.0,0.5
dead calm,1,0,0,0,0.0,0.5
dead for a dollar,1,0,0,0,0.0,0.5
dead man down,1,0,0,0,0.0,0.5
dead man on campus,1,0,0,0,0.0,0.5
dead man walking,1,0,0,0,0.0,0.5
dead mans burden,1,0,0,0,0.0,0.5
dead mans shoes,1,0,0,0,0.0,0.5
dead men dont wear plaid,1,0,0,0,0.0,0.5
dead of winter,1,0,0,0,0.0,0.5
dead or alive,1,0,0,0,0.0,0.5
dead or alive final,1,0,0,0,0.0,0.5
dead pigs,1,0,0,0,0.0,0.5
dead poets society,11,11,0,0,1.0,0.9
