movie_name,review_anger,review_fear,review_sadness,review_joy,review_disgust,review_surprise,review_trust,review_anticipation,summary_anger,summary_fear,summary_sadness,summary_joy,summary_disgust,summary_surprise,summary_trust,summary_anticipation,combined_anger,combined_fear,combined_sadness,combined_joy,combined_disgust,combined_surprise,combined_trust,combined_anticipation
boy culture,1.0,1.0,0.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,4.0,1.0,1.0,5.0,4.0
boychoir,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0
boynton beach club,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
boys and girls,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0
boys dont cry,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0
boys life 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boys on the side,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0
boys state,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,5.0,0.8,0.4,0.8,1.6,0.8,0.4,1.6,2.0
bpm beats per minute,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
bra boys,2.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0
brads status,0.0,0.0,1.0,7.0,0.0,1.0,7.0,5.0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,5.0,0.0,0.0,1.0,7.0,0.0,1.0,7.0,5.0
brahms the boy ii,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,2.0
brain donors,3.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0
brainstorm,6.0,5.0,4.0,3.0,2.0,2.0,10.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,10.0,7.0,6.0,5.0,4.0,3.0,2.0,2.0,10.0,7.0
brainwashed sexcamerapower,4.0,6.0,2.0,3.0,0.0,2.0,4.0,2.0,4.0,6.0,2.0,3.0,0.0,2.0,4.0,2.0,4.0,6.0,2.0,3.0,0.0,2.0,4.0,2.0
bram stokers dracula,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0
bram stokerâs dracula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bran nue dae,0.0,1.0,1.0,4.0,0.0,2.0,6.0,3.0,0.0,1.0,1.0,4.0,0.0,2.0,6.0,3.0,0.0,1.0,1.0,4.0,0.0,2.0,6.0,3.0
brand a second coming,0.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,4.0
brand upon the brain,4.0,6.0,2.0,8.0,2.0,7.0,7.0,9.0,4.0,6.0,2.0,8.0,2.0,7.0,7.0,9.0,4.0,6.0,2.0,8.0,2.0,7.0,7.0,9.0
brannigan,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
brassed off,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0
bratz,1.0,1.0,0.0,8.0,0.0,2.0,8.0,4.0,1.0,1.0,0.0,8.0,0.0,2.0,8.0,4.0,1.0,1.0,0.0,8.0,0.0,2.0,8.0,4.0
brave new jersey,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0
braveheart,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0
braven,0.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0
brawl in cell block 99,4.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,2.0,1.0,1.0,0.0
brazil,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0
breach,2.0,1.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,5.0,2.0
bread and tulips,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0
breakdown,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0
breakfast at tiffanyâs,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5
breakfast of champions,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
breakfast on pluto,0.0,0.0,0.0,4.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,3.0
breakfast with scot,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0
breakin 2 electric boogaloo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
breakin all the rules,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
breaking,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0
breaking a monster,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0
breaking and entering,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0
breaking away,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
breaking news in yuba county,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0
breaking point,3.0,4.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,1.0,2.0,2.0
breaking the girls,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
breaking the waves,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
breaking upwards,2.0,2.0,2.0,5.0,1.0,6.0,4.0,5.0,2.0,2.0,2.0,5.0,1.0,6.0,4.0,5.0,2.0,2.0,2.0,5.0,1.0,6.0,4.0,5.0
breakthrough,1.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0
breath,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0
breathe,0.0,1.0,1.0,4.0,0.0,1.0,5.0,2.5,0.0,1.0,1.0,4.0,0.0,1.0,5.0,2.5,0.0,1.0,1.0,4.0,0.0,1.0,5.0,2.5
breathe in,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breathing,2.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,5.0
breathless,2.0,0.0,0.0,1.5,2.0,2.0,1.5,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.4,0.8999999999999999,1.2,1.2,0.8999999999999999,0.8999999999999999
brewster mccloud,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0
brewsters millions,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
brian and charles,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0
brian banks,5.0,4.0,3.0,1.0,1.0,0.0,6.0,1.0,5.0,4.0,3.0,1.0,1.0,0.0,6.0,1.0,5.0,4.0,3.0,1.0,1.0,0.0,6.0,1.0
brick,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
brick lane,6.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,6.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,6.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0
brick mansions,6.0,9.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,9.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,9.0,6.0,1.0,2.0,1.0,2.0,1.0
bride  prejudice,3.0,2.0,0.0,3.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,4.0
bride flight,2.0,3.0,4.0,7.0,1.0,3.0,7.0,8.0,2.0,3.0,4.0,7.0,1.0,3.0,7.0,8.0,2.0,3.0,4.0,7.0,1.0,3.0,7.0,8.0
bride of chucky,0.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,3.0,3.0
bride of reanimator,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
bride of the wind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brideshead revisited,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
bridesmaids,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,1.0,0.6,1.0,1.0,1.6,1.0,0.0,2.0,0.4
bridge of spies,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
bridge to terabithia,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0
bridgend,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0
bridget jones the edge of reason,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0
bridget joness baby,0.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0
bridget joness diary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
bridget jonesâs diary,0.5,0.5,0.0,1.0,0.25,0.25,0.5,0.75,0.5,0.5,0.0,1.0,0.25,0.25,0.5,0.75,0.5,0.5,0.0,1.0,0.25,0.25,0.5,0.75
brief encounter,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
brief interviews with hideous men,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0
brigham city,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0
bright,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0
bright days ahead,4.0,5.0,3.0,4.0,2.0,3.0,8.0,7.0,4.0,5.0,3.0,4.0,2.0,3.0,8.0,7.0,4.0,5.0,3.0,4.0,2.0,3.0,8.0,7.0
bright future,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
bright leaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bright lights big city,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0
bright lights starring carrie fisher and debbie reynolds,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0
bright star,2.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0,2.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0,2.0,3.0,3.0,6.0,3.0,3.0,6.0,6.0
bright young things,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
brightburn,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0
brightest star,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
brighton 4th,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0
brighton beach memoirs,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0
brighton rock,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0
brigsby bear,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
brimstone,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
brimstone  glory,0.0,1.0,1.0,2.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,2.0,1.0,2.0,8.0,4.0
bring it on,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bring me the head of alfredo garcia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bringing down the house,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0
bringing out the dead,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0
bringing up baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bringing up bobby,0.0,1.0,1.0,3.0,0.0,3.0,6.0,5.0,0.0,1.0,1.0,3.0,0.0,3.0,6.0,5.0,0.0,1.0,1.0,3.0,0.0,3.0,6.0,5.0
britney vs spears,2.0,2.0,0.0,2.0,0.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,5.0
brittany runs a marathon,3.0,3.0,4.0,4.0,1.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,6.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,6.0,5.0
brittmarie was here,2.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0
broadcast news,0.0,0.0,0.0,6.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,7.0
broadway danny rose,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
broadway idiot,1.0,1.0,2.0,6.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0,2.0,2.0
broadway the golden age by the legends who were there,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
brokeback mountain,0.25,0.5,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,0.15,0.3,0.25,1.4000000000000001,0.25,0.6,0.6,1.1
brokedown palace,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
broken,8.0,7.0,7.0,6.0,4.0,2.0,7.0,9.0,8.0,7.0,7.0,6.0,4.0,2.0,7.0,9.0,8.0,7.0,7.0,6.0,4.0,2.0,7.0,9.0
broken arrow,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0
broken bridges,2.0,2.0,4.0,7.0,1.0,3.0,6.0,5.0,2.0,2.0,4.0,7.0,1.0,3.0,6.0,5.0,2.0,2.0,4.0,7.0,1.0,3.0,6.0,5.0
broken city,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
broken embraces,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0
broken flowers,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0
broken horses,4.0,6.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,6.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,6.0,5.0,4.0,3.0,2.0,5.0,3.0
broken sky,1.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0
bronco billy,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
bronson,2.0,5.0,4.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,3.0,1.0
brooklyn,0.0,0.0,4.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,4.0
brooklyn castle,2.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0
brooklyn lobster,2.0,2.0,0.0,3.0,0.0,1.0,7.0,6.0,2.0,2.0,0.0,3.0,0.0,1.0,7.0,6.0,2.0,2.0,0.0,3.0,0.0,1.0,7.0,6.0
brooklyn rules,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
brooklyns finest,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0
bros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
brother,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
brother and sister,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0
brother bear,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
brotherhood of the wolf,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
brothers,1.5,1.5,1.0,1.0,0.0,1.0,5.0,1.5,1.5,1.5,1.0,1.0,0.0,1.0,5.0,1.5,1.5,1.5,1.0,1.0,0.0,1.0,5.0,1.5
brothers at war,6.0,11.0,2.0,2.0,1.0,0.0,8.0,4.0,6.0,11.0,2.0,2.0,1.0,0.0,8.0,4.0,6.0,11.0,2.0,2.0,1.0,0.0,8.0,4.0
brothers in arms,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
brothers justice,6.0,6.0,5.0,7.0,2.0,2.0,4.0,7.0,6.0,6.0,5.0,7.0,2.0,2.0,4.0,7.0,6.0,6.0,5.0,7.0,2.0,2.0,4.0,7.0
brothers keeper,7.0,9.0,9.0,1.0,7.0,4.0,6.0,4.0,7.0,9.0,9.0,1.0,7.0,4.0,6.0,4.0,7.0,9.0,9.0,1.0,7.0,4.0,6.0,4.0
brown sugar,0.0,0.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,4.0
brubaker,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
