movie_name,review_anger,review_fear,review_sadness,review_joy,review_disgust,review_surprise,review_trust,review_anticipation,summary_anger,summary_fear,summary_sadness,summary_joy,summary_disgust,summary_surprise,summary_trust,summary_anticipation,combined_anger,combined_fear,combined_sadness,combined_joy,combined_disgust,combined_surprise,combined_trust,combined_anticipation
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 cloverfield lane,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.4,0.4,0.0,0.8,1.2,0.4,0.4,0.4
10 items or less,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0
10 things i hate about you,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.15384615384615385,0.23076923076923078,0.0,0.38461538461538464,0.07692307692307693
10 years,1.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0
100 bloody acres,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0
100 streets,1.0,3.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,4.0
1000 times good night,5.0,13.0,8.0,5.0,4.0,4.0,6.0,7.0,5.0,13.0,8.0,5.0,4.0,4.0,6.0,7.0,5.0,13.0,8.0,5.0,4.0,4.0,6.0,7.0
10000 km,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,2.0
101 dalmatians,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0
102 dalmatians,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
10th  wolf,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
11 flowers,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
11 minutes,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0
1182016,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
12 angry men,0.4,0.8,0.4,0.2,0.2,0.4,0.8,0.8,1.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,0.64,0.88,0.64,0.92,0.52,1.04,2.48,1.6800000000000002
12 hour shift,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0
12 mighty orphans,1.0,4.0,3.0,3.0,1.0,3.0,10.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,10.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,10.0,2.0
12 oclock boys,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,3.0
12 rounds,4.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0,4.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0,4.0,6.0,6.0,2.0,2.0,3.0,2.0,1.0
12 strong,5.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0
12 years a slave,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12122012,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
127 hours,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0
13,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0
13 assassins,2.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0
13 going on 30,0.4,0.4,0.6,0.2,0.6,0.2,0.4,0.6,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.24,0.64,0.76,0.92,0.36,0.52,0.64,0.76
13 hours the secret soldiers of benghazi,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
13 minutes,2.0,5.0,3.0,2.0,0.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,0.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,0.0,1.0,4.0,3.0
13 sins,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0
13 tzameti,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0
13th,4.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0
14 blades,6.0,8.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,8.0,6.0,2.0,3.0,2.0,2.0,2.0,6.0,8.0,6.0,2.0,3.0,2.0,2.0,2.0
1408,2.0,6.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,6.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,6.0,2.0,3.0,2.0,4.0,5.0,3.0
1492 conquest of paradise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15 minutes,2.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,0.0
16 blocks,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
17 again,2.0,3.0,2.0,3.0,1.0,3.0,6.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,6.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,6.0,5.0
17 girls,0.0,1.0,1.0,3.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,8.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,8.0,2.0
18½,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1900,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
191 6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
1911,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
1917,4.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0
1941,3.0,3.0,0.0,4.0,1.0,3.0,6.0,4.0,3.0,3.0,0.0,4.0,1.0,3.0,6.0,4.0,3.0,3.0,0.0,4.0,1.0,3.0,6.0,4.0
1945,3.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0
1971,0.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,4.0
1982,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
1984,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1985,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0
1br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1st night,4.0,5.0,3.0,3.0,0.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,0.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,0.0,2.0,4.0,3.0
2 autumns 3 winters,2.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0
2 days in new york,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0
2 days in paris,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0
2 fast 2 furious,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0
2 guns,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0
2 jacks,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
2 or 3 things i know about him,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0
20 centimeters,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
20 days in mariupol,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20 feet from stardom,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
200 cigarettes,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
20000 days on earth,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2001 a space odyssey,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.6,1.0,0.39999999999999997,0.8,0.19999999999999998,0.19999999999999998,0.0,2.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2012,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0
2016 obamas america,2.0,6.0,1.0,7.0,0.0,2.0,8.0,7.0,2.0,6.0,1.0,7.0,0.0,2.0,8.0,7.0,2.0,6.0,1.0,7.0,0.0,2.0,8.0,7.0
2046,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2067,2.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0
20th century women,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,0.4,0.4,0.7,0.8,0.4,0.0,0.8,1.6
21,1.0,0.0,0.0,4.0,0.0,2.0,11.0,5.0,1.0,0.0,0.0,4.0,0.0,2.0,11.0,5.0,1.0,0.0,0.0,4.0,0.0,2.0,11.0,5.0
21 and over,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0
21 grams,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0
21 jump street,4.0,7.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,7.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,7.0,2.0,2.0,1.0,3.0,5.0,4.0
21 years richard linklater,1.0,2.0,2.0,4.0,1.0,2.0,9.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,9.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,9.0,3.0
211,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,4.0
22 jump street,0.0,1.0,2.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,5.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,5.0,4.0
22jul,5.0,5.0,2.0,2.0,3.0,4.0,0.0,2.0,5.0,5.0,2.0,2.0,3.0,4.0,0.0,2.0,5.0,5.0,2.0,2.0,3.0,4.0,0.0,2.0
23 blast,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0
24 city,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0
24 days,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0
24 exposures,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0
24 hour party people,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
24 hours on craigslist,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0
25th hour,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
28 days,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
28 days later,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4,0.4,0.4,0.0,0.4,0.4,0.0,0.0
28 hotel rooms,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0
28 weeks later,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0
2nd chance,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0
3,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0
3 12 minutes 10 bullets,1.0,0.0,3.0,2.0,5.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,1.0,0.0,3.0,1.0,0.0,3.0,2.0,5.0,1.0,0.0,3.0
3 2 1 frankie go boom,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
3 backyards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 days to kill,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
3 faces,2.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,4.0
3 generations,1.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0
3 hearts,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0
3 men and a baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 men and a little lady,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3 ninjas,3.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0
3 ninjas high noon at mega mountain,2.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,6.0
3 strikes,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
30 beats,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30 days of night,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0
30 minutes or less,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0
300,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0
300 rise of an empire,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
3000 miles to graceland,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
31,5.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0
33 postcards,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0
35 shots of rum,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
360,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
365 days,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0
39 pounds of love,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3iron,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0
4,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
4 days in france,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0
4 little girls,5.0,6.0,5.0,3.0,0.0,5.0,4.0,3.0,5.0,6.0,5.0,3.0,0.0,5.0,4.0,3.0,5.0,6.0,5.0,3.0,0.0,5.0,4.0,3.0
4 months 3 weeks and 2 days,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
40 days and 40 nights,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0
40 years in the making the magic music movie,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0
42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42 forty two up,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
44 inch chest,6.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,6.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,6.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0
444 last day on earth,1.0,2.0,1.0,6.0,0.0,4.0,5.0,8.0,1.0,2.0,1.0,6.0,0.0,4.0,5.0,8.0,1.0,2.0,1.0,6.0,0.0,4.0,5.0,8.0
45 years,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
45365,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0
47 meters down,1.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0
47 meters down uncaged,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0
47 ronin,6.0,10.0,5.0,3.0,2.0,1.0,4.0,4.0,6.0,10.0,5.0,3.0,2.0,1.0,4.0,4.0,6.0,10.0,5.0,3.0,2.0,1.0,4.0,4.0
